,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1351,Kolkata,2017,148000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75
1352,Mumbai,2017,22000,Petrol,Manual,First,18.88,999.0,123.24,5.0,7.85
1353,Ahmedabad,2013,75000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6.0
1354,Mumbai,2016,43706,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0
1355,Mumbai,2011,42000,Diesel,Automatic,First,14.4,2967.0,241.4,5.0,28.75
1356,Pune,2012,65000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
1357,Delhi,2015,76128,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
1358,Kolkata,2010,39852,Petrol,Manual,First,16.0,1368.0,90.0,5.0,1.59
1359,Mumbai,2017,18673,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.22
1360,Kolkata,2016,11583,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75
1361,Pune,2017,50000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.0
1362,Delhi,2014,77000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.8
1363,Mumbai,2014,54890,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,2.45
1364,Pune,2016,21000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.35
1365,Mumbai,2009,58557,Diesel,Automatic,Third & Above,16.07,1995.0,181.0,5.0,8.0
1366,Bangalore,2014,70000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.25
1367,Mumbai,2017,16000,Petrol,Automatic,First,17.01,1499.0,110.4,5.0,5.95
1368,Kochi,2018,8899,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19.92
1369,Kochi,2016,83629,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.15
1370,Chennai,2014,35059,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,5.75
1371,Kochi,2018,30552,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,32.44
1372,Kochi,2016,44875,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,8.01
1373,Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.48
1374,Jaipur,2007,59000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.75
1375,Kolkata,2014,36000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.0
1376,Mumbai,2012,37000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.75
1377,Chennai,2010,90000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.6
1378,Pune,2018,17000,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.2
1379,Mumbai,2015,42575,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.05
1380,Hyderabad,2012,131000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.6
1381,Mumbai,2013,74000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.5
1382,Mumbai,2013,47234,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.35
1383,Delhi,2009,231673,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.6
1384,Hyderabad,2016,10000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.5
1385,Kochi,2016,49389,Petrol,Manual,First,19.49,1198.0,67.04,5.0,4.26
1386,Chennai,2016,12000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25
1387,Hyderabad,2010,65000,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,11.75
1388,Chennai,2013,177000,Diesel,Manual,First,23.5,1498.0,88.7,5.0,3.5
1389,Jaipur,2015,89000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.5
1390,Chennai,2009,72000,Petrol,Automatic,Third & Above,15.0,1396.0,100.0,5.0,3.25
1391,Chennai,2012,49000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.9
1392,Hyderabad,2014,51355,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,27.0
1393,Kochi,2017,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.91
1394,Kochi,2014,35642,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,6.69
1395,Kochi,2014,52895,Diesel,Manual,First,17.3,1998.0,163.7,5.0,6.02
1396,Mumbai,2010,93000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,4.5
1397,Pune,2011,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
1398,Kolkata,2012,32048,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.4
1399,Pune,2013,4700,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.2
1400,Delhi,2014,71800,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.9
1401,Ahmedabad,2016,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,27.0
1402,Chennai,2016,15388,Diesel,Manual,First,25.8,1498.0,98.6,5.0,7.5
1403,Mumbai,2004,98798,Petrol,Manual,First,14.7,1599.0,104.0,5.0,1.5
1404,Hyderabad,2016,43000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,39.5
1405,Hyderabad,2012,85112,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.39
1406,Kochi,2018,37804,Diesel,Manual,First,15.4,2179.0,120.0,7.0,12.4
1407,Chennai,2014,45000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.85
1408,Pune,2011,116000,Diesel,Manual,Second,21.43,1364.0,138.0,5.0,5.75
1409,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,2.0
1410,Jaipur,2006,165000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.9
1411,Kolkata,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.8
1412,Delhi,2017,9500,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,16.35
1413,Hyderabad,2012,152000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.5
1414,Coimbatore,2019,17705,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.7
1415,Mumbai,2016,12000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.1
1416,Hyderabad,2013,51000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,21.94
1417,Chennai,2009,42000,Diesel,Automatic,Second,13.0,2987.0,210.0,5.0,22.0
1418,Delhi,2015,51000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
1419,Kochi,2017,42527,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.27
1420,Kolkata,2014,45000,Diesel,Manual,First,22.1,1248.0,74.0,5.0,2.48
1421,Kolkata,2011,70000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.0
1422,Mumbai,2009,92000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.9
1423,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88,1995.0,184.0,5.0,18.0
1424,Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395.0,138.02,5.0,11.64
1425,Kolkata,2019,80000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.99
1426,Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,5.25
1427,Kolkata,2011,37000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.95
1428,Mumbai,2013,64000,Diesel,Manual,Second,21.02,1248.0,88.76,5.0,2.65
1429,Pune,2013,57197,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.0
1430,Chennai,2016,55000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,12.5
1431,Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.25
1432,Delhi,2008,70000,Petrol,Manual,First,13.1,1997.0,141.1,5.0,4.0
1433,Delhi,2012,75000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,6.25
1434,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5.8
1435,Kolkata,2015,7445,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.0
1436,Kochi,2018,28321,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,17.49
1437,Pune,2011,69000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,1.95
1438,Mumbai,2007,80000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,3.0
1439,Delhi,2014,42365,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.5
1440,Delhi,2013,123000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5
1441,Mumbai,2011,40000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,14.5
1442,Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.79
1443,Kochi,2017,43775,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8.27
1444,Mumbai,2012,56000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,2.15
1445,Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3.0
1446,Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,28.79
1447,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5.45
1448,Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.95
1449,Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0
1450,Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
1451,Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34.5
1452,Mumbai,2008,125000,Petrol,Automatic,Third & Above,11.7,2354.0,177.6,5.0,2.6
1453,Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48
1454,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32.1
1455,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17
1456,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
1457,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15
1458,Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.5
1459,Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.5
1460,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37
1461,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45
1462,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.25
1463,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7
1464,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99
1465,Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
1466,Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.0
1467,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69
1468,Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25
1469,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5
1470,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55
1471,Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2
1472,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87
1473,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99
1474,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
1475,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44.0
1476,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79
1477,Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9
1478,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85
1479,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49.0
1480,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25
1481,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75
1482,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29
1483,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5
1484,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6
1485,Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1
1486,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98
1487,Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73
1488,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5
1489,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35
1490,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13
1491,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9
1492,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9
1493,Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95
1494,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0
1495,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23
1496,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81
1497,Chennai,2012,42000,Petrol,Manual,Third & Above,18.6,1197.0,85.8,5.0,4.5
1498,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6
1499,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.0
1500,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96
1501,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25
1502,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5
1503,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75
1504,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08
1505,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5
1506,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0
1507,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5
1508,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6
1509,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3
1511,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9
1512,Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75
1513,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3.85
1514,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.25
1515,Chennai,2012,35000,Diesel,Manual,First,13.6,2523.0,62.1,7.0,7.0
1516,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75
1517,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.65
1518,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5
1519,Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5
1520,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
1521,Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02
1522,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32
1523,Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24
1524,Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35
1525,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5.5
1526,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75
1527,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15
1528,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45
1529,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.3
1530,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21
1531,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21
1532,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11.99
1533,Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.1
1534,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.5
1535,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.0
1536,Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73
1537,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8
1538,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,1.3
1539,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.42
1540,Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4.0
1541,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0
1542,Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.38
1543,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25
1544,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87
1545,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8.25
1546,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28
1547,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25
1548,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15
1549,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8
1550,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5
1551,Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56
1552,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08
1553,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5
1554,Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0
1555,Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2
1556,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0
1557,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51
1558,Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75
1559,Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0
1560,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1
1561,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25
1562,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6
1563,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0
1564,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45
1565,Pune,2010,54898,Petrol,Manual,Third & Above,16.1,1298.0,88.2,5.0,2.5
1566,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75
1567,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29
1568,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6
1569,Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54
1570,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84
1571,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0
1572,Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0
1573,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.74
1574,Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
1575,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36.0
1576,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.79
1577,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0
1578,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6.75
1579,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.4
1580,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.75
1581,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4
1582,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.89
1583,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4.95
1584,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3.49
1585,Pune,2011,32000,Diesel,Manual,First,23.59,1364.0,67.05000000000001,5.0,3.85
1586,Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35
1587,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08
1588,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38.0
1589,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.25
1590,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15
1591,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75
1592,Pune,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4.65
1593,Delhi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.75
1594,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78
1595,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75
1596,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99
1597,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35
1598,Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65
1599,Delhi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2.74
1600,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.5
1601,Kochi,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.76
1602,Kochi,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6.2
1603,Pune,2008,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,2.35
1604,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,24.5
1605,Pune,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6.0
1606,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65
1607,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.26
1608,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,32.95
1609,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.8
1610,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
1611,Kochi,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.86
1612,Delhi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.9
1613,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.06
1614,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,4.5
1615,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.22
1616,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25
1617,Delhi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.53
1618,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,34.78
1619,Pune,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6.5
1620,Chennai,2010,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.25
1621,Pune,2011,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,8.0
1622,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.37
1623,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.39
1624,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,37.3
1625,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,22.25
1626,Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.03
1627,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.9
1628,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.96
1629,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.6
1630,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5
1631,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
1632,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.25
1633,Pune,2007,90000,Diesel,Manual,Third & Above,10.9,2499.0,143.0,7.0,3.0
1634,Chennai,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.25
1635,Pune,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.25
1636,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,10.95
1637,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5
1638,Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,7.8
1639,Kochi,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.7
1640,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0
1641,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,26.75
1642,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,28.03
1643,Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44
1644,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.2
1645,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.9
1646,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.95
1647,Pune,2011,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,0.44
